"dc:title","dcterms:alternative","dc:creator","dc:subject","dc:description","dc:publisher","dc:contributor","dc:type","dc:format","dc:identifier","dc:source","dc:language","dcterms:isPartOf","dcterms:spatial","dcterms:temporal","dc:rights","1000_pixel_jpg","150_pixel_jpg","SLQ_Digitool_viewer"
"Advertising poster for the sale of land at Ascog Estate, Toowong, , 1889","","Unidentified","suburbs plans maps posters Brisbane - Suburbs - Toowong, 1889 Toowong (Brisbane, Qld.)","Estate map no. 2587. The map shows land to be auctioned by Arthur Martin & Co., auctioneers, on Saturday 9 March, 1889. A circled insert shows the locality of the land in relation to the Brisbane River. The plan shows Ascog Terrace running through the centre of the land and Church Street at the bottom of the plan.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 96034 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Toowong, Brisbane, Queensland; -27.478519,152.985626","March, 1889","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=131440&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=131441","http://hdl.handle.net/10462/deriv/80459"
"Plan of the St. Lucia Estate, Brisbane, offered for sale in 1883","","Unidentified","suburbs maps land sales Brisbane - Suburbs - St. Lucia, 1883 St. Lucia (Brisbane, Qld.)","Estate Map No. 2548 shows the plan for St. Lucia Estate offered for sale by John Cameron on Monday 8 October 1883. The estate is bounded by the Brisbane River, William Street, Governemnt Road and Hill Street. It includes Toowong Road, Underhill Street, Hill Street and River Terrace.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 96033 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","St. Lucia, Brisbane, Queensland; -27.494061,153.004517","October 1883","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=131560&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=131561","http://hdl.handle.net/10462/deriv/78865"
"Estate plan for Wharf Estate in Cairns, Queensland, ca. 1889","","Unidentified","maps handbills Cairns, ca. 1889 Advertising fliers Maps--Queensland--Cairns Cairns (Qld.)","Sale of land in the Wharf Estate between Wharf, Inlet and Severn Streets. Sale to be held on 19 February 1889.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 133416 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 697256 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Cairns, Queensland; -16.92646,145.77597","ca. 1889","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=141980&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=141981","http://hdl.handle.net/10462/deriv/20724"
"Toohey's City View Estate Map, Greenslopes, Brisbane, Queensland, 1914","","Unidentified","building blocks maps land auctions Brisbane- Suburbs- Greenslopes, 1914 Logan Road (Greenslopes, Qld.)","Advertisement for a real estate land sale to be conducted by G. H. Blocksidge & Ferguson, auctioneers, on the site of Toohey's Estate. At one stage the Greenslopes of today, and the surrounding area, was dense forest, criss-crossed by ridges and gullies. It attracted many timber-fellers who took materials for building and fencing from the district. The district began its development because a number of German migrants settled on the banks of the Logan River. They made a rough bush track from their farming lands to Brisbane and this eventually developed further into the Logan Road-Pacific Highway route of modern days. (Information taken from : Brisbane Suburbs and Localities: Information from the Queensland Place Names Board)","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 133073 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Logan Road, Greenslopes, Brisbane, Queensland; -27.509247,153.052322","25 April, 1914","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=145864&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=145865","http://hdl.handle.net/10462/deriv/21594"
"Poster for Mardenhurst Estate on the Albert River, east of Beaudesert, Queensland","","Unidentified","maps posters land sales land auctions Albert River, 1928 Real Property--Queensland--Beaudesert region--Maps","","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 201430 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Beaudesert District, Queensland; -27.98781,152.995819","1928","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=151616&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=151617","http://hdl.handle.net/10462/deriv/116429"
"Estate map for the Telemon Estate, Beaudesert, 1928","","Unidentified","maps plans land sales land auctions Beaudesert Real Property--Queensland--Beaudesert--Maps Beaudesert (Qld.)","The subdivision comprises of town blocks and acreage blocks. Telemon Estate is on the Oakey River and Upper Logan River, 17 miles from Beaudesert and 64 miles from Brisbane. To be auctioned on Monday 2nd April 1928 at 2 o'clock in the Beaudesert School of Arts building. The auctioneers were Isles, Love & Co., Limited, Brisbane, and M. Selwyn Smith & Son, Beaudesert, acting in conjunction.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: estate map : b&w","Negative number: 201178 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Beaudesert, Queensland; -27.98781,152.995819","April 1928","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=153824&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=153825","http://hdl.handle.net/10462/deriv/117446"
"Estate map for Norman Park, ca. 1890.","","Unidentified","suburbs land sales maps building blocks Brisbane - Suburbs - Norman Park, ca. 1890 Norman Park (Brisbane, Qld.)","Estate map of Norman Park advertising private land sale to be held at the offices of the Queensland Deposit Bank and Building Society.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 177903 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 697186 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Norman Park, Brisbane, Queensland; -27.4741,153.055923","ca. 1890","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=169344&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=169345","http://hdl.handle.net/10462/deriv/104957"
"Real estate map for Sherwood Park Estate in Sherwood, Brisbane, 1912","","Unidentified","handbills land auctions graphics maps suburbs advertisements Brisbane - Suburbs - Sherwood, 1912 Sherwood (Brisbane, Qld.)","Handbill for an upcoming land auction on the Sherwood Park Estate. The land lay between Railway Terrace and Berry Street and along Hill, Riverview and Prospect Streets. All the blocks were 16 perches.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 176999 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Sherwood, Brisbane, Queensland; -27.532181,152.981171","18 May 1912","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=170740&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=170741","http://hdl.handle.net/10462/deriv/105805"
"Map of Orient House Estate at Sutton's Beach, Redcliffe, 1929","","Jensen & Hein","maps land auctions land sales building blocks coasts Real property--Queensland--Redcliffe--Maps Redcliffe (Qld.)","Plan of thirteen seaside allotments to be sold on 1 April, 1929. The map includes a figurative depiction of Moreton Bay and Sutton's Beach Recreation Reserve. The auctioneers are Love & Co. Limited.","John Oxley Library, State Library of Queensland","Isles, Love & Co.","image","Digital format: image/jpeg Original format: estate map : b&w","Negative number: 143005 ","copied and digitised from an original map : M E0290 Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Redcliffe, Queensland; -27.22217,153.107224","1929","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=175236&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=175237","http://hdl.handle.net/10462/deriv/99548"
"Map of Sea-Spray Estate at Woody Point, Redcliffe, Queensland","","Unidentified","maps plans land sales building blocks Real property--Queensland--Brisbane--Maps Redcliffe (Qld.)","Plan of allotments to be sold at Sea-Spray Estate. The vendors are United Estates and Investment Company. Four black and white photographs of the area are included. The original map is 86 x 54 cm.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: estate map : col.","Negative number: 143004 ","Copied and digitised from an original map : M E0037 Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Redcliffe, Queensland; -27.22217,153.107224","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=176128&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=176129","http://hdl.handle.net/10462/deriv/101272"
"Estate map of Manly Beach to be auctioned by Arthur Martin & Co. on New Year's Day in 1887","","Unidentified","maps land sales land auctions building blocks Manly (Brisbane, Qld.)","","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: estate map : col","Negative number: 196468 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Manly, Brisbane, Queensland; -27.454229,153.185822","1 January 1887","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=190364&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=190365","http://hdl.handle.net/10462/deriv/113131"
