Title,Description,Lat,Lon,Link,ID
"Petersen Estate, Hendra","Plan of allotments to be sold by auction, Saturday, 25th September, 1926.",-27.419505,153.071351,http://hdl.handle.net/10462/deriv/253907,996976814702061
Redland Bay [Estate],"Plan of allotments to be sold 10th November, - .;Supplement to: The Queensland Leader, Nov. 1st.;With text, locality map and sketch of area on verso.",-27.606883,153.30054,http://hdl.handle.net/10462/deriv/253882,996976824702061
Raineys Hill Top Park [Estate],"Plan of allotments to be sold 12th December, 1925.;Estate covers area now in Chermside.;""Beautiful 99 elevated roomy allotments"" --subtitle.;Land for sale is subdivision 1 to 100 and resubdivision A (easements) of subdivision 99 & 100 of portion 532. Parish of Kedron.",-27.390813,153.026989,http://hdl.handle.net/10462/deriv/253889,996976854702061
"Moore's Estate, Toowong","Plan of allotments to be sold on the ground on Saturday Feb. 9th, 1889 at 2.30 p.m.",-27.483166,152.993073,http://hdl.handle.net/10462/deriv/252487,996971934702061
Nundah Centre Estate,"Plan of allotments to be sold by auction Saturday, 24th March.;Land for sale is resubdivisions of 1 to 11 of subdivision 2 of resubdivision A of subdivision 1 of allottment 7 of portion 6. Parish of Toombul, County of Stanley.",-27.403028,153.062768,http://hdl.handle.net/10462/deriv/253900,996976974702061
Rigby Estate,"Plan of allotments to be sold on the ground Saturday 17th May, 1913 at 3 o'clock.;Land for sale is resubdivisions 1 to 22 of subdivision 26 to 40 and subdivisions 41 to 44 of subdivision of allotment 11 and 12 of section 2. Enoggera.",-27.435184,153.035023,http://hdl.handle.net/10462/deriv/252843,996972904702061
Ormiston Railway Station Estate,"Land for sale is subdivisions of allotments 2 to 5, of section 57, Town of Cleveland.;Plan of allotments to be sold Saturday, 14th December, 1889.",-27.517573,153.260211,http://hdl.handle.net/10462/deriv/253890,996976864702061
"[The property for sale between Mountjoy Crescent and Cambridge Parade, Manly]",Plan of allotments to be sold.;Hand drawn sketch in pen and pencil.;Title supplied by cataloguer.,-27.454375,153.18262,http://hdl.handle.net/10462/deriv/286408,996977104702061
Hyde Park [Estate],Plan of allotments to be sold privately.,-27.398331,153.053255,http://hdl.handle.net/10462/deriv/253880,996977144702061
"Plan of portions 84 to 88, parish of Tallebudgera, county of Ward, Brisbane land agents district, Shire of Nerang","Plan of allotments to be sold Monday, 3rd February, 1908.",-28.160329,153.502865,http://hdl.handle.net/10462/deriv/264325,996977324702061
"Hollywood Estate, Moorooka","Plan of allotments to be sold 9th July, 1927.",-27.532684,153.020093,http://hdl.handle.net/10462/deriv/253898,996976934702061
Williams' Nursery Estate,"Plan of allotments for sale including residential blocks and small farms.;Land for sale is subdivisions of resubdivision 2 of subdivision 2 of portion 19 and 20.ish of Yeerongpilly.;'H.T. James Litho.';'A splendid opportunity for poultry raisers, orchardists, strawberry growers ...'",-27.601017,153.076484,http://hdl.handle.net/10462/deriv/252837,996972694702061
"Plan of Clontarf, Redcliffe, Humpy Bong","Plan of allotments to be sold.;Land for sale is ""90 magnificent & superb marine villa sites.""",-27.261451,153.078684,http://hdl.handle.net/10462/deriv/264337,996977434702061
[Glenlyon Estate],Title indistinct.;Plan of allotments to be sold.;Map hand drawn in pen and pencil.,-27.531901,153.018397,http://hdl.handle.net/10462/deriv/257023,996974604702061
[Stirrat's Hill Estate],"Plan of allotments to be sold [6th March, 1926?];Map is drawn by hand in pencil, on tracing paper.",-27.504137,153.060311,http://hdl.handle.net/10462/deriv/264329,996977364702061
Central Caloundra Estate,"Plan of allotments to be sold 26th December, 1922.;Text on verso.",-26.797125,153.146367,http://hdl.handle.net/10462/comp/2488,996972654702061
"Kanowna Estate, Henzell Terrace, Greenslopes","Plan of allotments to be sold.;Map is hand drawn in pen and pencil on tracing paper.;Land for sale is resubdivisions 1-9 of subdivisions 33-36 of portion 171, County of Stanley, Parish of Bulimba.",-27.508727,153.057053,http://hdl.handle.net/10462/deriv/264195,996977474702061
Plan of the Witton Township Estate,"Plan of allotments to be sold (no date);Digitisation of this Real Estate map was made possible with the generous support of the Queensland Library Foundation Legacy Partners.;Estate covers area now in Indooroopilly.;Land for sale is subdivisions 58 to 65, 81A and 81 to 481 of portions 64, 65 and 66, Parish of Indooroopilly.;""The property of Andrew Bogle Esq.""",-27.506741,152.964758,http://hdl.handle.net/10462/deriv/252847,996973044702061
"[Glenlyon Estate, Moorooka]","Plan of allotments to be sold.;Map shows allotments around Forest St. and Ipswich Rd.;Map is part of larger estate map, glued on card (card has details of land at Bracken Ridge), with notes by hand.",-27.531864,153.016441,http://hdl.handle.net/10462/comp/2889,996977504702061
"Sketch of 4 blocks in Hastings Estate, 1880","Plan of allotments to be sold, [1880?];Exact position of Estate unknown: possibly in Annerley or Greenslopes area.;Hand drawn in pencil and colored paint, with penciled notes.",-27.51042,153.030076,http://hdl.handle.net/10462/deriv/264299,996977544702061
Tallebudgera and Currumbin Estate,"Plan of allotments to be sold by public auction Monday 4th July, 1904.;Text and 6 b&w photographs on verso.",-28.1478,153.476965,http://hdl.handle.net/10462/comp/2489,996973004702061
Cintra Estate,Plan of allotments to be sold.;Map hand drawn and colored.,-19.957129,148.200288,http://hdl.handle.net/10462/deriv/257031,996974674702061
[Ekebin Heights Estate],Plan of allotments to be sold.;Estate covers area now in Tarragindi.,-27.521836,153.044218,http://hdl.handle.net/10462/deriv/257030,996974664702061
Plan of the Spring Creek township,"Plan of allotments to be sold 30th April, -.;Estate covers area now in Kuraby.;""being unsold re-subs 1 and 3 of portion 51. Parish of Yeerongpilly"" -- map",-27.608366,153.093045,http://hdl.handle.net/10462/deriv/257032,996974684702061
Regatta Estate,"""The property of the Land Bank of Queensland Ltd., for sale on the ground Saturday July 25th at 2.30 pm"" -- Map.;Estate map has a note attached which reads: No. 1-8 having frontage to Brisbane River - ┬ú150 each; 18-23 fronting Montague Road - ┬ú120  each; 9 to 17, 24, 25, 26 and 30 fronting street off Montague Road - ┬ú80 each. Signed Land Bank 24/04/01.",-27.476099,153.007707,http://hdl.handle.net/10462/deriv/251865,996971834702061
"Norman Park [Estate], 2nd section","Plan of allotments for sale on the ground Saturday 20th August at half past 2 o'clock.;Estate map includes details of transport arrangements for passengers to the sale and a sketch showing a horse and carriage crossing the Norman Creek Bridge with the caption Norman Creek Bridge - Norman Park the high ground shown on the right.;Area is subdivisions of portions 129 and 130, Parish of Bulimba.",-27.473895,153.060901,http://hdl.handle.net/10462/deriv/251866,996971844702061
Plan of the Norman Estate,"""To be sold by public auction on the ground on Saturday May 16th ...""",-27.493502,153.045001,http://hdl.handle.net/10462/deriv/251867,996971854702061
"[Estate], resub. 1 to 5 of sub 95 to 97 of portion 147, parish of Toombul","Plan of allotments to be sold [21st September, 1916?];Estate covers area now in Northgate.;Map hand drawn in pencil and ink.",-27.388892,153.061019,http://hdl.handle.net/10462/deriv/257029,996974654702061
Dora Vale [Estate],"Plan of allotments to be sold 30th July, 1927.;Land for sale is subdivision of resubdivision 2 of subdivision 9 of subdivisions 10 to 12 of portions 158 and 158c. Parish of Yeerongpilly.",-27.534775,153.021827,http://hdl.handle.net/10462/deriv/257033,996974694702061
"Plan of Edwardstown, Humpy Bong, Parish of Redcliffe","Plan of allotments to be sold.;Copy has top right hand quarter (locality map) missing, also small part of left hand side edge.;Land for sale is sections 1, 2, 3, 4, &5, portion 200, Parish of Redcliffe.;""Containing 85 large & superior marine villa & business sites""",-27.228622,153.087401,http://hdl.handle.net/10462/deriv/264277,996977484702061
[Jetty Estate],"Plan of allotment to be sold.;Map shows 2 allotments on Jetty Estate, adjoining Mr. Residence.;Map drawn by hand in pen and coloured pencil on tracing paper .;Land for sale is section 3 portion 6, numbers 5 & 6 of portions 2 & 6.",-27.225228,153.110994,http://hdl.handle.net/10462/deriv/264278,996977494702061
Stonehaven Heights [Estate],Plan of allotments to be sold privately.;Estate cover area now in Holland Park.;Land for sale is subdivision of portions 180 & 181. Parish of Bulimba.,-27.512734,153.058915,http://hdl.handle.net/10462/deriv/257026,996974644702061
Dean's Highlands Estate,"Land for sale is resubdivisions 1-15 & (subdivisions A & B of resubdivisions 5 & 11 easements) of subdivision 1 of portion 297, subdivision A of portion 297A, & subdivisions 34 to 36 of portion 257. Parish of Enoggera.;Plan of allotments to be sold Saturday, 25th May, 1929.",-27.489483,152.982436,http://hdl.handle.net/10462/deriv/253896,996976904702061
Jolimont Estate,"Land for sale is subdivisions 2 to 5 of resubdivisions 24 & 25 of subdivision 2 of resubdivision B of subdivision 1 of allotment 25 of portion 1. Parish of Toombul.;Plan of allotments to be sold Saturday, 14th May, 1938.",-27.433439,153.060907,http://hdl.handle.net/10462/deriv/253897,996976914702061
Galloway's Hill Estate,"Plan of allotments to be sold Saturday, 3rd October, 1885.;Estate covers area now in Norman Park and Hawthorne.",-27.471855,153.058031,http://hdl.handle.net/10462/deriv/253869,996976924702061
Plan of the Greenslopes Estate,Plan of allotments to be sold (no date);Relief shown by hachures.;At top of map: Plan of nine magnificent residences ...,-27.508097,153.05125,http://hdl.handle.net/10462/deriv/251869,996971874702061
Bulimba Road estate,"Plan of allotments to be sold by auction on the ground Saturday June 11th, 1887.",-27.461961,153.060426,http://hdl.handle.net/10462/deriv/251870,996971884702061
Norman Park,"Plan of allotments for private sale at the offices of the Queensland Deposit Bank and Building Society Ltd., Cnr of Albert and Adelaide Streets.;'All lots printed in red are sold.'",-27.477835,153.0603,http://hdl.handle.net/10462/deriv/251868,996971864702061
Wynnum Station Estate,"Plan of allotments for sale on the ground Saturday 22nd. November, 1890 at 2.30 p.m.;The estate being subdivisions of 1 to 94 of portions 75a and 75b Parish of Tingalpa.",-27.443754,153.165872,http://hdl.handle.net/10462/deriv/251871,996971894702061
Thorneside Railway Station Estate,"Plan of allotments to be sold in Ferry Road and Railway Parade. The area is bordered by Tingalpa Estuary and the Cleveland Railway line.;Library's 2nd copy is a pen and pencil hand written 'mock-up' version of the map, with title ""Thornside ...""QSL",-27.486992,153.19514,http://hdl.handle.net/10462/comp/2536,996977044702061
Manly Beach <Estate>,"Plan of allotments to be sold 1st January, 1887.;""The future premier watering place of Queensland, only 10 miles from Brisbane.""",-27.451664,153.183848,http://hdl.handle.net/10462/deriv/253895,996976894702061
"Railside Estate, Fairfield","Plan of allotments to be sold 29th August, 1914.",-27.511932,153.024367,http://hdl.handle.net/10462/deriv/351097,996977024702061
Clapham Junction Estate,"Plan of allotments to be sold on the ground 21st June, 1884.;Text and 2 b&w ill. on verso (sketches of area)",-27.378189,153.074312,http://hdl.handle.net/10462/comp/2538,996972804702061
"King Estate, Nundah","Plan of allotments to be sold by auction Saturday, 15th October, 1927.;Land for sale is subdivisions of portions 363 & 370. Parish of Toombul.;Estate covers area now in Wavell Heights.",-27.393027,153.05559,http://hdl.handle.net/10462/deriv/253872,996976964702061
10 very fine allotments at Norman Park,"Plan of allotments to be sold Saturday, 18th June, 1927.;Land for sale is subdivisions 159 & 160, 151-156, 114 & 116, resubdivisions 1 & 2 of subdivision 115 of section 3 of block B of portion 129. Parish of Bulimba.",-27.476955,153.061545,http://hdl.handle.net/10462/deriv/253901,996976984702061
Dyne Estate,"Plan of allotments to be sold 8th September, 1900.",-27.451557,152.998213,http://hdl.handle.net/10462/deriv/253891,996976874702061
"Mountain View Estate, Salisbury",Plan of allotments to be sold (no date),-27.556278,153.034133,http://hdl.handle.net/10462/deriv/253879,996977134702061
Mermaid Beach Estate,Plan of allotments to be sold privately.;Estate covers area now in Mermaid Beach and Broadbeach.,-28.044992,153.435005,http://hdl.handle.net/10462/deriv/253870,996976944702061
"[Derby Estate, 1st Section, Enoggera]","Plan of allotments to be sold, [map made 5th March, 1928?];Map drawn in pencil by hand, on tracing paper.;Land fo sale is subs. 84/87, portion 5, Orchard St.",-27.415376,152.994236,http://hdl.handle.net/10462/deriv/264247,996977514702061
Greylands Estate,"Plan of allotments to be sold [7th December, 1918];Map hand drawn in pencil.",-27.531901,153.018397,http://hdl.handle.net/10462/deriv/257024,996974614702061
The Deshon Estate,"Plan of allotments to be sold by public auction, Saturday 8th August, 1885.",-27.491901,153.042399,http://hdl.handle.net/10462/deriv/264336,996977424702061
Rocky Waterholes Township Proper,"Plan of allotments to be sold by auction Saturday 5th December, -.;Estate covers area now in suburb of Rocklea.;Land for sale is",-27.539552,153.006792,http://hdl.handle.net/10462/deriv/264343,996977444702061
"[Estate], resubdivisions 1 to 61 of sub. 1 of resub. C of sub. 2 of portion 79, parish of Tingalpa","Plan of allotments to be sold [privately?, 1914-1915 approx.];Estate covers area now in Lota (touching boundary with Manly);Map is copied sheet, with handwritten notes.",-27.463673,153.187882,http://hdl.handle.net/10462/deriv/264345,996977464702061
Broadmere Estate,"Plan of allotments to be sold on Saturday, 25th October, 1884.;Estate covers area in Annerley.",-27.514704,153.027024,http://hdl.handle.net/10462/deriv/264334,996977404702061
"Oxford Park Estate, Enoggera",Plan of allotments to be sold.;Estate covers area now in Mitchelton.,-27.406057,152.974652,http://hdl.handle.net/10462/deriv/252848,996973034702061
"[Estate, next to Rocosley and Leamington Park Estates]",Plan of allotments to be sold.;Estate covers area now in Greenslopes.;Land for sale is resubdivisions 1/66 of subdivision 6 of resubdivision 2 of subdivision 7 of portion 172.,-27.507672,153.058362,http://hdl.handle.net/10462/deriv/264300,996977554702061
